qseqid,sseqid,log2FoldChange,lfcSE,padj,description,external_gene_name
104449794,AT1G22880,-2.644727075,0.392288513,9.01E-10,cellulase 5 [Source:NCBI gene (formerly Entrezgene);Acc:838893],CEL5
104449810,AT1G33800,-1.308636041,0.227897157,2.76E-07,glucuronoxylan 4-O-methyltransferase-like protein (DUF579) [Source:NCBI gene (formerly Entrezgene);Acc:840272],GXMT1
104449811,AT5G61480,-1.242502082,0.284946996,0.000166165,Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:836269],PXY
104449832,AT1G72180,1.228863152,0.22190017,8.05E-07,Leucine-rich receptor-like protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:843550],AT1G72180
104449836,AT1G35420,1.205590397,0.31613356,0.001267368,alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:840434],AT1G35420
104449839,AT1G72160,-1.844012126,0.3618392,6.90E-06,Sec14p-like phosphatidylinositol transfer family protein [Source:NCBI gene (formerly Entrezgene);Acc:843547],AT1G72160
104449847,AT1G22610,-1.327693009,0.345039482,0.001124497,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838867],AT1G22610
104449856,AT1G15660,-1.403497471,0.208359711,9.34E-10,centromere protein C [Source:NCBI gene (formerly Entrezgene);Acc:838135],CENP-C
104449869,AT1G79900,1.386275764,0.432833958,0.008700896,Mitochondrial substrate carrier family protein [Source:NCBI gene (formerly Entrezgene);Acc:844329],BAC2
104449893,AT3G16175,-2.867642362,0.508054195,4.64E-07,Thioesterase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820863],AT3G16175
104449907,AT4G32800,-1.155901389,0.415349357,0.026727041,Integrase-type DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829416],AT4G32800
104449908,AT3G16300,-1.654521138,0.274672011,5.95E-08,Uncharacterized protein family (UPF0497) [Source:NCBI gene (formerly Entrezgene);Acc:820877],AT3G16300
104449915,AT1G79760,-1.047015276,0.170090104,2.85E-08,downstream target of AGL15-4 [Source:NCBI gene (formerly Entrezgene);Acc:844315],DTA4
104449919,AT3G16360,1.342614448,0.512808674,0.039769366,HPT phosphotransmitter 4 [Source:NCBI gene (formerly Entrezgene);Acc:820883],AHP4
104449934,AT1G14520,-3.72700455,0.720478277,4.78E-06,myo-inositol oxygenase 1 [Source:NCBI gene (formerly Entrezgene);Acc:838014],MIOX1
104449936,AT5G07620,-1.188423114,0.262990166,8.74E-05,Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:830655],AT5G07620
104449939,AT1G51760,1.341247885,0.404143671,0.006193199,peptidase M20/M25/M40 family protein [Source:NCBI gene (formerly Entrezgene);Acc:841602],IAR3
104449956,AT3G13690,-1.074252906,0.2502494,0.000218031,kinase with adenine nucleotide alpha hydrolases-like domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:820578],AT3G13690
104449970,AT1G17620,-1.244409465,0.267371122,4.94E-05,Late embryosis abundant (LEA) hydroxyproline-rich glycoprotein family [Source:NCBI gene (formerly Entrezgene);Acc:838339],AT1G17620
104449979,AT3G13790,2.475130846,0.373072888,1.73E-09,Glycosyl hydrolases family 32 protein [Source:NCBI gene (formerly Entrezgene);Acc:820591],ATBFRUCT1
104449984,AT2G26180,-1.574907501,0.383755087,0.00044885,IQ-domain 6 [Source:NCBI gene (formerly Entrezgene);Acc:817158],IQD6
104449991,AT5G07480,-2.179775728,0.50708434,0.000212868,KAR-UP oxidoreductase 1 [Source:NCBI gene (formerly Entrezgene);Acc:830640],KUOX1
104449994,AT5G11970,-1.154829908,0.279417504,0.000401435,"ABC family ABC transporter, putative (DUF3511) [Source:NCBI gene (formerly Entrezgene);Acc:831070]",AT5G11970
104450012,AT3G13540,-2.739882492,0.942978895,0.019614327,myb domain protein 5 [Source:NCBI gene (formerly Entrezgene);Acc:820556],MYB5
104450029,AT1G72250,-2.234219987,0.305822058,2.26E-11,Di-glucose binding protein with Kinesin motor domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:843557],AT1G72250
104450039,AT1G78430,-1.542225892,0.197191887,6.28E-13,ROP interactive partner 2 [Source:NCBI gene (formerly Entrezgene);Acc:844179],RIP4
104450041,AT1G78440,1.899639794,0.323794476,1.40E-07,gibberellin 2-beta-dioxygenase [Source:NCBI gene (formerly Entrezgene);Acc:844180],ATGA2OX1
104450045,AT1G17120,-1.59493725,0.425455513,0.001577828,cationic amino acid transporter 8 [Source:NCBI gene (formerly Entrezgene);Acc:838282],CAT8
104450055,AT2G16050,2.348205168,0.562587423,0.000343827,Cysteine/Histidine-rich C1 domain family protein [Source:NCBI gene (formerly Entrezgene);Acc:816102],AT2G16050
104450069,AT1G29050,-2.501894018,0.467559645,2.04E-06,TRICHOME BIREFRINGENCE-LIKE 38 [Source:NCBI gene (formerly Entrezgene);Acc:839779],TBL38
104450070,AT1G65520,-2.045351235,0.723823658,0.024008069,"delta(3), delta(2)-enoyl CoA isomerase 1 [Source:NCBI gene (formerly Entrezgene);Acc:842864]",ECI1
104450075,AT3G50120,-1.424013519,0.468905498,0.013824691,"transmembrane protein, putative (DUF247) [Source:NCBI gene (formerly Entrezgene);Acc:824174]",AT3G50120
104450085,AT1G16670,1.718739561,0.415322414,0.000393465,Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838236],AT1G16670
104450089,AT5G45880,4.383151698,1.406484139,0.011124393,Pollen Ole e 1 allergen and extensin family protein [Source:NCBI gene (formerly Entrezgene);Acc:834628],AT5G45880
104450097,AT1G16920,-1.195369826,0.204377953,1.54E-07,RAB GTPase homolog A1B [Source:NCBI gene (formerly Entrezgene);Acc:838263],RABA1b
104450117,AT3G15250,-2.250078738,0.446771073,9.19E-06,TPRXL [Source:NCBI gene (formerly Entrezgene);Acc:820756],AT3G15250
104450126,AT1G53140,-1.997632634,0.317818228,1.36E-08,Dynamin related protein 5A [Source:NCBI gene (formerly Entrezgene);Acc:841748],DRP5A
104450132,AT1G23220,3.015596898,0.605144416,1.16E-05,Dynein light chain type 1 family protein [Source:NCBI gene (formerly Entrezgene);Acc:838931],AT1G23220
104450141,AT5G53760,-1.695413405,0.357196232,3.34E-05,Seven transmembrane MLO family protein [Source:NCBI gene (formerly Entrezgene);Acc:835457],MLO11
104450144,AT4G27460,-1.698840193,0.308738262,9.63E-07,Cystathionine beta-synthase (CBS) family protein [Source:NCBI gene (formerly Entrezgene);Acc:828855],CBSX5
104450148,AT4G27435,-1.373778109,0.17578112,6.53E-13,fiber (DUF1218) [Source:NCBI gene (formerly Entrezgene);Acc:828852],AT4G27435
104450151,AT5G54400,-1.324348871,0.228587161,2.08E-07,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835528],AT5G54400
104450169,AT4G28130,3.560348103,0.823731944,0.000193897,diacylglycerol kinase 6 [Source:NCBI gene (formerly Entrezgene);Acc:828928],DGK6
104450195,AT5G23960,-1.980278956,0.433781917,7.19E-05,terpene synthase 21 [Source:NCBI gene (formerly Entrezgene);Acc:832461],TPS21
104450202,AT4G27180,-1.305320051,0.234428053,6.90E-07,kinesin 2 [Source:NCBI gene (formerly Entrezgene);Acc:828826],ATK2
104450216,AT5G54780,-2.090838391,0.284094113,1.61E-11,Ypt/Rab-GAP domain of gyp1p superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835568],AT5G54780
104450258,AT4G26850,-1.230125773,0.234465517,3.36E-06,GDP-L-galactose phosphorylase 1 [Source:NCBI gene (formerly Entrezgene);Acc:828792],VTC2
104450259,AT5G55180,-2.222916001,0.308618426,4.57E-11,O-Glycosyl hydrolases family 17 protein [Source:NCBI gene (formerly Entrezgene);Acc:835611],AT5G55180
104450265,AT4G05590,1.089591485,0.342308214,0.009203165,pyruvate carrier-like protein [Source:NCBI gene (formerly Entrezgene);Acc:825927],AT4G05590
104450268,AT5G55230,-1.052715215,0.153528769,4.48E-10,microtubule-associated proteins 65-1 [Source:NCBI gene (formerly Entrezgene);Acc:835616],MAP65-1
104450278,AT5G55410,-2.251598681,0.339406661,1.73E-09,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835634],AT5G55410
104450284,AT3G20150,-1.816833201,0.342130729,2.48E-06,Kinesin motor family protein [Source:NCBI gene (formerly Entrezgene);Acc:821558],AT3G20150
104450300,AT4G33270,-1.953241997,0.303726079,5.85E-09,Transducin family protein / WD-40 repeat family protein [Source:NCBI gene (formerly Entrezgene);Acc:829463],CDC20.1
104450301,AT1G41830,-1.231936037,0.316115493,0.000947234,SKU5-similar 6 [Source:NCBI gene (formerly Entrezgene);Acc:840792],SKS6
104450309,AT1G50240,-2.22699043,0.458440408,2.03E-05,kinase family with ARM repeat domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:841446],FU
104450316,AT5G42330,-1.670104147,0.258342045,4.79E-09,,AT5G42330
104450319,AT4G35090,2.068895897,0.350424305,1.15E-07,catalase 2 [Source:NCBI gene (formerly Entrezgene);Acc:829661],CAT2
104450327,AT2G05790,-2.037647378,0.278438851,2.10E-11,O-Glycosyl hydrolases family 17 protein [Source:NCBI gene (formerly Entrezgene);Acc:815130],AT2G05790
104450329,AT4G15080,-1.075288138,0.327029003,0.006782772,DHHC-type zinc finger family protein [Source:NCBI gene (formerly Entrezgene);Acc:827172],AT4G15080
104450341,AT1G22400,3.097277353,1.227879616,0.049345559,UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838846],UGT85A1
104450354,AT1G76550,1.496043492,0.352024404,0.000257762,Phosphofructokinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:843988],AT1G76550
104450358,AT2G33560,-1.596618969,0.329902873,2.19E-05,BUB1-related (BUB1: budding uninhibited by benzymidazol 1) [Source:NCBI gene (formerly Entrezgene);Acc:817921],BUBR1
104450362,AT2G33570,-2.30639057,0.460792374,1.05E-05,glycosyltransferase family protein (DUF23) [Source:NCBI gene (formerly Entrezgene);Acc:817922],GALS1
104450363,AT1G76590,2.93982994,0.301731314,8.83E-20,PLATZ transcription factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:843992],AT1G76590
104450374,AT1G21070,-1.556646985,0.173527295,8.40E-17,Nucleotide-sugar transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:838703],AT1G21070
104450392,AT1G55740,-2.216917862,0.204313162,1.64E-24,seed imbibition 1 [Source:NCBI gene (formerly Entrezgene);Acc:842023],SIP1
104450397,AT5G59810,-2.048982127,0.619667726,0.006426227,Subtilase family protein [Source:NCBI gene (formerly Entrezgene);Acc:836102],SBT5.4
104450399,AT2G04160,-3.490087299,0.892755355,0.000909297,Subtilisin-like serine endopeptidase family protein [Source:NCBI gene (formerly Entrezgene);Acc:814953],AIR3
104450400,AT1G55810,1.04319228,0.194572412,1.94E-06,uridine kinase-like 3 [Source:NCBI gene (formerly Entrezgene);Acc:842031],UKL3
104450401,AT4G16160,2.388869664,0.295188538,8.67E-14,Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein [Source:NCBI gene (formerly Entrezgene);Acc:827308],ATOEP16-2
104450402,AT3G44730,-1.269975091,0.265443328,2.82E-05,kinesin-like protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:823602],KP1
104450403,AT1G30870,-5.237797421,1.418225747,0.001912691,Peroxidase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839971],AT1G30870
104450431,AT2G17010,1.030935547,0.374217441,0.028625554,Mechanosensitive ion channel family protein [Source:NCBI gene (formerly Entrezgene);Acc:816204],AT2G17010
104450437,AT1G76070,-1.194364916,0.279346914,0.0002332,,AT1G76070
104450451,AT5G42180,-1.404199363,0.445474342,0.010055995,Peroxidase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:834223],PER64
104450466,AT1G77760,1.971480003,0.276136946,7.05E-11,nitrate reductase 1 [Source:NCBI gene (formerly Entrezgene);Acc:844112],NIA1
104450473,AT1G77720,-1.203047036,0.279218793,0.000205115,putative protein kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:844108],PPK1
104450474,AT1G75710,-1.289306865,0.41639082,0.011733735,C2H2-like zinc finger protein [Source:NCBI gene (formerly Entrezgene);Acc:843905],AT1G75710
104450477,AT1G38065,-1.36652922,0.287236783,3.17E-05,O-fucosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:840651],AT1G38065
104450481,AT5G08640,-3.766576596,0.690510541,1.22E-06,flavonol synthase 1 [Source:NCBI gene (formerly Entrezgene);Acc:830765],FLS1
104450499,AT1G21880,-1.282572807,0.274537058,4.59E-05,lysm domain GPI-anchored protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:838790],LYM1
104450505,AT1G77600,-1.66254089,0.340960657,1.87E-05,ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:844095],AT1G77600
104450526,AT1G44110,-2.035902693,0.311421764,3.09E-09,Cyclin A1;1 [Source:NCBI gene (formerly Entrezgene);Acc:841014],CYCA1;1
104450529,AT5G09220,1.139881969,0.395835909,0.020914014,amino acid permease 2 [Source:NCBI gene (formerly Entrezgene);Acc:830781],AAP2
104450533,AT5G09220,1.913844275,0.627414293,0.013311754,amino acid permease 2 [Source:NCBI gene (formerly Entrezgene);Acc:830781],AAP2
104450546,AT1G79460,-1.616419709,0.23296026,2.65E-10,Terpenoid cyclases/Protein prenyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:844284],GA2
104450552,AT5G16730,-1.209372624,0.227105119,2.30E-06,weak chloroplast movement under blue light protein (DUF827) [Source:NCBI gene (formerly Entrezgene);Acc:831536],AT5G16730
104450557,AT1G52560,3.763813095,0.744820043,8.50E-06,HSP20-like chaperones superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:841687],AT1G52560
104450567,AT1G80090,6.763507228,0.85408548,3.04E-13,Cystathionine beta-synthase (CBS) family protein [Source:NCBI gene (formerly Entrezgene);Acc:844349],CBSX4
104450568,AT4G16260,3.300754919,0.529790714,1.85E-08,Glycosyl hydrolase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827320],AT4G16260
104450606,AT1G80530,1.185454938,0.265951101,0.0001127,Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:844392],AT1G80530
104450614,AT4G32000,-1.0154518,0.319364648,0.009277315,Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829331],AT4G32000
104450615,AT5G25190,-1.212024777,0.327378807,0.001853425,Integrase-type DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:832590],ESE3
104450619,AT1G80730,-2.581162344,0.384609605,1.08E-09,zinc-finger protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:844412],ZFP1
104450624,AT5G57970,-1.059881132,0.190950722,7.55E-07,DNA glycosylase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835908],AT5G57970
104450627,AT2G23060,3.412994465,0.601587611,3.97E-07,Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:816836],AT2G23060
104450631,AT5G15350,-2.076611368,0.304609906,5.69E-10,early nodulin-like protein 17 [Source:NCBI gene (formerly Entrezgene);Acc:831387],ENODL17
104450642,AT3G16990,1.794498336,0.395196321,7.98E-05,"heme oxygenase-like, multi-helical [Source:NCBI gene (formerly Entrezgene);Acc:820955]",AT3G16990
104450645,AT3G12580,2.37123946,0.38075792,1.88E-08,heat shock protein 70 [Source:NCBI gene (formerly Entrezgene);Acc:820438],HSP70
104450667,AT1G17745,-1.007540474,0.155023881,3.90E-09,D-3-phosphoglycerate dehydrogenase [Source:NCBI gene (formerly Entrezgene);Acc:838352],PGDH
104450676,AT2G24630,-1.483354358,0.29839692,1.23E-05,Glycosyl transferase family 2 protein [Source:NCBI gene (formerly Entrezgene);Acc:816999],ATCSLC08
104450688,AT4G15248,-1.3132469,0.402469103,0.007304545,B-box type zinc finger family protein [Source:NCBI gene (formerly Entrezgene);Acc:3769879],BBX30
104450719,AT3G13000,-1.434599555,0.195775912,1.98E-11,"ubiquinone biosynthesis protein (Protein of unknown function, DUF547) [Source:NCBI gene (formerly Entrezgene);Acc:820486]",AT3G13000
104450727,AT4G28400,1.060194018,0.287656472,0.001959623,Protein phosphatase 2C family protein [Source:NCBI gene (formerly Entrezgene);Acc:828957],AT4G28400
104450748,AT4G10340,-1.833057667,0.337630028,1.39E-06,light harvesting complex of photosystem II 5 [Source:NCBI gene (formerly Entrezgene);Acc:826626],LHCB5
104450758,AT4G10250,3.033845649,0.806406653,0.001507124,HSP20-like chaperones superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826616],ATHSP22.0
104450764,AT1G72100,6.218971332,1.470266975,0.000278039,late embryosis abundant domain-containing protein / LEA domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:843541],AT1G72100
104450772,AT1G71970,-1.441634473,0.436036138,0.006432822,,AT1G71970
104450799,AT1G71830,-1.250176513,0.233620578,2.03E-06,somatic embryosis receptor-like kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:843513],SERK1
104450804,AT5G09360,-2.319560187,0.250234097,6.51E-18,laccase 14 [Source:NCBI gene (formerly Entrezgene);Acc:830795],LAC14
104450806,AT5G09360,-1.904274841,0.344718796,8.61E-07,laccase 14 [Source:NCBI gene (formerly Entrezgene);Acc:830795],LAC14
104450828,AT1G71530,-2.070193787,0.416389254,1.22E-05,Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:843493],AT1G71530
104450831,AT1G71695,1.051018158,0.334814062,0.010436216,Peroxidase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:843498],AT1G71695
104450842,AT2G21770,-1.656256119,0.365591404,8.31E-05,cellulose synthase A9 [Source:NCBI gene (formerly Entrezgene);Acc:816713],CESA9
104450844,AT2G21770,-1.603050722,0.389243389,0.000425222,cellulose synthase A9 [Source:NCBI gene (formerly Entrezgene);Acc:816713],CESA9
104450862,AT1G76880,1.448143408,0.216954498,1.36E-09,Duplicated homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:844023],AT1G76880
104450887,AT2G02850,-2.443168799,0.356900849,4.82E-10,plantacyanin [Source:NCBI gene (formerly Entrezgene);Acc:814816],ARPN
104450895,AT1G21230,-1.433825006,0.318025593,9.11E-05,wall associated kinase 5 [Source:NCBI gene (formerly Entrezgene);Acc:838718],WAK5
104450910,AT4G31805,-1.923670993,0.763093256,0.049493467,WRKY family transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:829309],AT4G31805
104450926,AT1G01720,1.126155996,0.281829708,0.000665747,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839265],ATAF1
104450932,AT1G77580,-1.043652667,0.232530521,9.91E-05,filament-like protein (DUF869) [Source:NCBI gene (formerly Entrezgene);Acc:844093],AT1G77580
104450942,AT1G44760,-3.20348925,0.52960363,5.17E-08,Adenine nucleotide alpha hydrolases-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:841040],AT1G44760
104450952,AT1G79360,4.403482919,0.674857221,3.32E-09,organic cation/carnitine transporter 2 [Source:NCBI gene (formerly Entrezgene);Acc:844274],02-Oct
104450971,AT4G08550,-2.206658178,0.337182994,2.97E-09,electron carrier/ protein disulfide oxidoreductase [Source:NCBI gene (formerly Entrezgene);Acc:826415],AT4G08550
104450978,AT1G54100,1.252008903,0.190945344,2.75E-09,aldehyde dehydrogenase 7B4 [Source:NCBI gene (formerly Entrezgene);Acc:841849],ALDH7B4
104451005,AT3G12870,-1.697240894,0.310678645,1.17E-06,transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:820470],AT3G12870
104451035,AT1G79520,1.203213022,0.171104296,1.44E-10,Cation efflux family protein [Source:NCBI gene (formerly Entrezgene);Acc:844290],AT1G79520
104451134,AT4G32300,4.222807602,1.556012777,0.031645746,S-domain-2 5 [Source:NCBI gene (formerly Entrezgene);Acc:829365],SD2-5
104451140,AT5G42830,-1.562396309,0.295393622,2.73E-06,HXXXD-type acyl-transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:834294],AT5G42830
104451151,AT1G49660,2.596165652,0.918227735,0.023922446,carboxyesterase 5 [Source:NCBI gene (formerly Entrezgene);Acc:841390],CXE5
104451186,AT4G08850,1.582589904,0.353226187,0.000102509,Leucine-rich repeat receptor-like protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:826456],AT4G08850
104451206,AT4G33565,1.448078483,0.27853691,4.24E-06,RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829496],AT4G33565
104451304,AT5G55470,3.576446228,0.623814954,2.89E-07,Na+/H+ (sodium hydrogen) exchanger 3 [Source:NCBI gene (formerly Entrezgene);Acc:835640],NHX3
104451448,AT3G57190,1.199379982,0.380566643,0.010069367,peptide chain release factor [Source:NCBI gene (formerly Entrezgene);Acc:824886],PrfB3
104451604,AT3G14680,2.22481361,0.847882556,0.039233844,"cytochrome P450, family 72, subfamily A, polypeptide 14 [Source:NCBI gene (formerly Entrezgene);Acc:820696]",CYP72A14
104451694,AT1G76240,-2.710923249,0.715680911,0.001382953,DUF241 domain protein (DUF241) [Source:NCBI gene (formerly Entrezgene);Acc:843957],AT1G76240
104451714,AT1G21250,-1.580351566,0.348156359,8.03E-05,cell wall-associated kinase [Source:NCBI gene (formerly Entrezgene);Acc:838721],WAK1
104451717,AT1G21230,-2.006070729,0.393690108,6.92E-06,wall associated kinase 5 [Source:NCBI gene (formerly Entrezgene);Acc:838718],WAK5
104451733,AT1G16120,-1.398250502,0.372056014,0.001528097,wall associated kinase-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:838181],WAKL1
104451741,AT1G21250,-1.396605669,0.425622668,0.006925217,cell wall-associated kinase [Source:NCBI gene (formerly Entrezgene);Acc:838721],WAK1
104451759,AT4G08850,-3.92003103,0.617083817,9.25E-09,Leucine-rich repeat receptor-like protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:826456],AT4G08850
104451773,AT3G13130,-1.878745916,0.382652209,1.62E-05,transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:820501],AT3G13130
104451813,AT2G22660,-1.972539768,0.72586618,0.031353242,"DNA-binding protein, putative (duplicated DUF1399) [Source:NCBI gene (formerly Entrezgene);Acc:816797]",AT2G22660
104451825,AT2G22850,-1.339290512,0.442062097,0.014102816,basic leucine-zipper 6 [Source:NCBI gene (formerly Entrezgene);Acc:816816],bZIP6
104451854,AT3G47570,-1.569011943,0.590725134,0.036343829,Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:823911],AT3G47570
104451951,AT1G34355,-1.519998328,0.365646482,0.000365984,forkhead-associated (FHA) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:840337],PS1
104452083,AT4G27350,-1.420521381,0.234777694,5.13E-08,"membrane lipoprotein lipid attachment site-like protein, putative (DUF1223) [Source:NCBI gene (formerly Entrezgene);Acc:828843]",AT4G27350
104452109,AT1G50830,-1.91225156,0.52130465,0.002071322,"Aminotransferase-like, plant mobile domain family protein [Source:NCBI gene (formerly Entrezgene);Acc:841505]",AT1G50830
104452161,AT4G26540,-1.596579039,0.472707313,0.005189662,Leucine-rich repeat receptor-like protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828760],AT4G26540
104452178,AT1G22030,-1.024028204,0.24224732,0.000280539,BPS1-like protein [Source:NCBI gene (formerly Entrezgene);Acc:838808],AT1G22030
104452328,AT1G21460,-2.534346807,0.93057431,0.030885118,Nodulin MtN3 family protein [Source:NCBI gene (formerly Entrezgene);Acc:838744],SWEET1
104452370,AT1G15960,-2.508261391,0.762862882,0.006783395,NRAMP metal ion transporter 6 [Source:NCBI gene (formerly Entrezgene);Acc:838166],NRAMP6
104452401,AT4G02600,-3.008950925,0.365302206,2.92E-14,Seven transmembrane MLO family protein [Source:NCBI gene (formerly Entrezgene);Acc:828229],MLO1
104452408,AT1G01720,-1.695186764,0.664800595,0.046489962,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839265],ATAF1
104452449,AT2G23190,-2.839986452,1.121899861,0.048410177,"cytochrome P450, family 81, subfamily D, polypeptide 7 [Source:NCBI gene (formerly Entrezgene);Acc:816851]",CYP81D7
104452453,AT4G10250,4.194708278,0.97492639,0.000209665,HSP20-like chaperones superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826616],ATHSP22.0
104452461,AT1G33440,-1.812970451,0.410595028,0.000133338,Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:840237],AT1G33440
104452509,AT5G49910,2.676294493,0.318917649,9.01E-15,chloroplast heat shock protein 70-2 [Source:NCBI gene (formerly Entrezgene);Acc:835054],cpHsc70-2
104452529,AT2G21100,-2.866420998,0.374271593,2.02E-12,Disease resistance-responsive (dirigent-like protein) family protein [Source:NCBI gene (formerly Entrezgene);Acc:816645],AT2G21100
104452551,AT1G09812,-1.561187191,0.314511413,1.27E-05,multidrug resistance protein [Source:NCBI gene (formerly Entrezgene);Acc:837512],AT1G09812
104452632,AT3G19550,1.856846331,0.680411959,0.030475685,glutamate racemase [Source:NCBI gene (formerly Entrezgene);Acc:821491],AT3G19550
104452638,AT4G34500,-1.607849692,0.196304536,4.17E-14,Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829601],AT4G34500
104452657,AT5G66600,-1.082793612,0.368958488,0.018182274,"electron transporter, putative (Protein of unknown function, DUF547) [Source:NCBI gene (formerly Entrezgene);Acc:836792]",AT5G66600
104452666,AT5G42650,-3.188229553,0.970517821,0.006844902,allene oxide synthase [Source:NCBI gene (formerly Entrezgene);Acc:834273],AOS
104452702,AT1G61000,-1.710549167,0.267992665,7.71E-09,kinetochore protein [Source:NCBI gene (formerly Entrezgene);Acc:842392],AT1G61000
104452706,AT1G60870,-1.072638859,0.257899446,0.000363189,maternal effect embryo arrest 9 [Source:NCBI gene (formerly Entrezgene);Acc:842379],MEE9
104452728,AT1G77700,-1.088114066,0.424294612,0.045011648,Pathosis-related thaumatin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:844106],AT1G77700
104452752,AT5G64570,-2.383661255,0.280240553,3.61E-15,beta-D-xylosidase 4 [Source:NCBI gene (formerly Entrezgene);Acc:836578],XYL4
104452753,AT5G64570,-2.143581273,0.536932049,0.000674695,beta-D-xylosidase 4 [Source:NCBI gene (formerly Entrezgene);Acc:836578],XYL4
104452758,AT4G25800,-6.829298817,1.532669073,0.000113423,Calmodulin-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:828685],AT4G25800
104452788,AT5G57580,-1.753815927,0.285663746,3.13E-08,Calmodulin-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:835862],AT5G57580
104452811,AT5G64170,2.390664029,0.446567117,2.01E-06,dentin sialophosphoprotein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:836538],AT5G64170
104452859,AT1G53050,-1.277245973,0.280198979,7.39E-05,Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:841739],AT1G53050
104452893,AT4G27290,1.489406812,0.357855201,0.000359983,S-locus lectin protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828837],AT4G27290
104452895,AT4G27290,1.841634245,0.673073213,0.02997893,S-locus lectin protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828837],AT4G27290
